"Freq [GHz]","Phase [deg]","Distance [um]","(phase3*180/pi) []","phase4*180/pi []"
207,0,515.28,67.9395251451129,-100.719248236719
207,0,522.06,67.9321560632663,-100.766878644377
207,0,528.84,67.8930687359257,-100.814411766102
207,0,535.62,67.9021748627742,-100.86184783435
207,0,542.4,67.9112792418329,-100.90918708116
207,0,549.18,67.9839133717734,-100.624188888154
207,0,555.96,67.9840115258667,-100.639140337733
207,0,562.74,67.984110393334,-100.654142083104
207,0,569.52,67.9842099809965,-100.669194376456
207,0,576.3,67.984310295763,-100.684297471653
207,0,583.08,67.8441721735093,-100.699451624247
207,0,589.86,67.835826564708,-100.438216718076
207,0,596.64,67.8274731995747,-100.45150820708
207,0,603.42,67.8191120676037,-100.464796261375
207,0,610.2,67.5320576873407,-100.47808088087
207,0,616.98,67.5748519376308,-100.49136206548
207,0,623.76,67.6177543456551,-100.504639815119
207,0,630.54,67.6607652736281,-100.517914129705
207,0,637.32,67.7038850851097,-100.531185009153
207,0,644.1,67.7471141450092,-100.544452453385
207,0,650.88,67.7904528195895,-100.55771646232
207,0,657.66,67.8339014764715,-100.570977035882
207,0,664.44,67.8774604846379,-100.584234173994
207,0,671.22,67.9211302144378,-100.597487876581
207,0,678,67.9649110375903,-100.610738143571
